Meadow,Site,Elevation,Species1,Species2,Schoener
a,4,1002.8,Campanula glomerata,ZDensityHymenopteraTOTAL,0.561100366
n,2,1405.5,Achillea millefolium,ZDensityHymenopteraTOTAL,0.561104583
n,1,1390.3,Carduus defloratus,ZDensityHymenopteraTOTAL,0.561258068
a,5,1001,Solanum dulgamara,ZDensityHymenopteraTOTAL,0.561493983
a,5,1001,Acinos alpinus,ZDensityHymenopteraTOTAL,0.561763422
i,7,648.5,Acinos alpinus,ZDensityHymenopteraTOTAL,0.561864394
a,5,1001,Trifolium pratense,ZDensityHymenopteraTOTAL,0.56201738
i,3,711.5,Pastinaca sativa,ZDensityHymenopteraTOTAL,0.562132836
n,4,1420,Teurium montanum,ZDensityHymenopteraTOTAL,0.562184707
u,2,1749.2,Helianthemum nummularium,ZDensityHymenopteraTOTAL,0.562370074
i,6,702.2,Trifolium montana,ZDensityHymenopteraTOTAL,0.562544709
a,6,981.9,Galium verum,ZDensityHymenopteraTOTAL,0.563382422
i,2,737.4,Hippocrepis comosa,ZDensityHymenopteraTOTAL,0.563665783
n,2,1405.5,Sedum album,ZDensityHymenopteraTOTAL,0.563688943
i,4,702.4,Capsella bursa-pastoris,ZDensityHymenopteraTOTAL,0.564125456
a,4,1002.8,Plantago lanceolata,ZDensityHymenopteraTOTAL,0.564601501
o,3,1612.7,Coeglossum viride,ZDensityHymenopteraTOTAL,0.565217391
a,6,981.9,Stachys officinalis,ZDensityHymenopteraTOTAL,0.565315201
n,1,1390.3,Trifolium montana,ZDensityHymenopteraTOTAL,0.565612173
i,4,702.4,Hypericum sp#,ZDensityHymenopteraTOTAL,0.566325078
i,2,737.4,Trifolium pratense,ZDensityHymenopteraTOTAL,0.566343772
u,2,1749.2,Thymus sp#,ZDensityHymenopteraTOTAL,0.566762229
a,6,981.9,Medicago lupulina,ZDensityHymenopteraTOTAL,0.566883349
i,5,684.5,Cerastium sp#,ZDensityHymenopteraTOTAL,0.566958295
n,1,1390.3,Cerastium sp#,ZDensityHymenopteraTOTAL,0.567007868
a,6,981.9,Ranunculus sp#,ZDensityHymenopteraTOTAL,0.567361074
i,7,648.5,Trifolium pratense,ZDensityHymenopteraTOTAL,0.568274476
a,6,981.9,Gentiana verna,ZDensityHymenopteraTOTAL,0.568384224
n,2,1405.5,Medicago lupulina,ZDensityHymenopteraTOTAL,0.568677784
o,4,1576.2,Thesium sp#,ZDensityHymenopteraTOTAL,0.568926193
u,2,1749.2,Carum carvi,ZDensityHymenopteraTOTAL,0.569441901
i,1,766.3,Knautia/ Scabiosa,ZDensityHymenopteraTOTAL,0.569511677
o,3,1612.7,Polygala alpestris,ZDensityHymenopteraTOTAL,0.569750388
i,5,684.5,Lotus corniculatus,ZDensityHymenopteraTOTAL,0.56990777
n,1,1390.3,Bistorta vivipara,ZDensityHymenopteraTOTAL,0.569962661
a,3,949.8,Crepis/Hieracium/Leontodon,ZDensityHymenopteraTOTAL,0.569975076
i,2,737.4,Achillea millefolium,ZDensityHymenopteraTOTAL,0.570050083
a,1,1020.6,Knautia/ Scabiosa,ZDensityHymenopteraTOTAL,0.570424003
o,3,1612.7,Hypericum sp#,ZDensityHymenopteraTOTAL,0.570431442
n,1,1390.3,Thymus sp#,ZDensityHymenopteraTOTAL,0.570491612
n,2,1405.5,Hypericum sp#,ZDensityHymenopteraTOTAL,0.571074052
u,1,1745.8,Geranium sylvaticum,ZDensityHymenopteraTOTAL,0.571078431
u,2,1749.2,Lotus corniculatus,ZDensityHymenopteraTOTAL,0.571228731
a,6,981.9,Potentilla erecta,ZDensityHymenopteraTOTAL,0.571687219
n,2,1405.5,Bistorta vivipara,ZDensityHymenopteraTOTAL,0.571814725
i,7,648.5,Teurium montanum,ZDensityHymenopteraTOTAL,0.571815656
i,5,684.5,Ranunculus sp#,ZDensityHymenopteraTOTAL,0.572243166
i,7,648.5,Dianthus sp#,ZDensityHymenopteraTOTAL,0.572882325
a,5,1001,Trifolium repens,ZDensityHymenopteraTOTAL,0.572913773
i,4,702.4,Helianthemum nummularium,ZDensityHymenopteraTOTAL,0.573420154
i,6,702.2,Vicia cracca,ZDensityHymenopteraTOTAL,0.573496085
i,4,702.4,Veronica spicata,ZDensityHymenopteraTOTAL,0.573899542
i,7,648.5,Lotus corniculatus,ZDensityHymenopteraTOTAL,0.573901809
n,3,1407.7,Campanula sp#,ZDensityHymenopteraTOTAL,0.574259664
a,2,984.9,Euphrasia sp,ZDensityHymenopteraTOTAL,0.574501591
i,6,702.2,Salvia pratensis,ZDensityHymenopteraTOTAL,0.575496381
i,4,702.4,Verbena officinalis,ZDensityHymenopteraTOTAL,0.576064414
a,3,949.8,Campanula sp#,ZDensityHymenopteraTOTAL,0.576276737
i,5,684.5,Arenaria/Linum ym#,ZDensityHymenopteraTOTAL,0.576466063
a,5,1001,Daucus carota,ZDensityHymenopteraTOTAL,0.576822348
a,1,1020.6,Silene vulgaris,ZDensityHymenopteraTOTAL,0.576997466
a,4,1002.8,Vicia cracca,ZDensityHymenopteraTOTAL,0.577579354
a,5,1001,Euphrasia sp,ZDensityHymenopteraTOTAL,0.577965762
n,4,1420,Trifolium montana,ZDensityHymenopteraTOTAL,0.578028402
n,5,1398.6,Potentilla erecta,ZDensityHymenopteraTOTAL,0.578286241
n,2,1405.5,Campanula glomerata,ZDensityHymenopteraTOTAL,0.578916021
o,4,1576.2,Lotus corniculatus,ZDensityHymenopteraTOTAL,0.579529585
a,2,984.9,Centaurea sp#,ZDensityHymenopteraTOTAL,0.579594696
i,7,648.5,Pimpinella sp#,ZDensityHymenopteraTOTAL,0.57988425
n,1,1390.3,Achillea millefolium,ZDensityHymenopteraTOTAL,0.579988769
u,1,1745.8,Lathyrus pratensis,ZDensityHymenopteraTOTAL,0.580815435
o,4,1576.2,Achillea millefolium,ZDensityHymenopteraTOTAL,0.58089701
i,3,711.5,Prunella sp#,ZDensityHymenopteraTOTAL,0.580995351
a,3,949.8,Achillea millefolium,ZDensityHymenopteraTOTAL,0.581340343
i,7,648.5,Thymus sp#,ZDensityHymenopteraTOTAL,0.581594116
o,3,1612.7,Fragaria sp#,ZDensityHymenopteraTOTAL,0.581896137
i,7,648.5,Hieracium pilosella,ZDensityHymenopteraTOTAL,0.582465157
u,2,1749.2,Plantago lanceolata,ZDensityHymenopteraTOTAL,0.582487442
a,6,981.9,Bellis perennis,ZDensityHymenopteraTOTAL,0.583333333
o,3,1612.7,Bistorta vivipara,ZDensityHymenopteraTOTAL,0.583333333
a,4,1002.8,Urtica dioica,ZDensityHymenopteraTOTAL,0.583333333
i,7,648.5,Daucus carota,ZDensityHymenopteraTOTAL,0.584315307
o,3,1612.7,Geranium sylvaticum,ZDensityHymenopteraTOTAL,0.584795949
n,3,1407.7,Cerastium sp#,ZDensityHymenopteraTOTAL,0.585007596
i,6,702.2,Cirsium arvense,ZDensityHymenopteraTOTAL,0.585226262
i,5,684.5,Geranium sp#,ZDensityHymenopteraTOTAL,0.585745786
i,4,702.4,Lotus corniculatus,ZDensityHymenopteraTOTAL,0.585872603
n,3,1407.7,Acinos alpinus,ZDensityHymenopteraTOTAL,0.58609091
n,4,1420,Arenaria/Linum ym#,ZDensityHymenopteraTOTAL,0.58690424
n,4,1420,Ranunculus sp#,ZDensityHymenopteraTOTAL,0.587061303
n,5,1398.6,Alchemilla sp#,ZDensityHymenopteraTOTAL,0.587140888
u,2,1749.2,Geranium sylvaticum,ZDensityHymenopteraTOTAL,0.587637913
i,3,711.5,Carum carvi,ZDensityHymenopteraTOTAL,0.587960467
o,3,1612.7,Acinos alpinus,ZDensityHymenopteraTOTAL,0.588075191
i,4,702.4,Salvia pratensis,ZDensityHymenopteraTOTAL,0.588469309
a,5,1001,Hypericum sp#,ZDensityHymenopteraTOTAL,0.588590807
i,1,766.3,Centaurea sp#,ZDensityHymenopteraTOTAL,0.588802099
a,3,949.8,Prunella sp#,ZDensityHymenopteraTOTAL,0.589360394
n,1,1390.3,Hypericum sp#,ZDensityHymenopteraTOTAL,0.589487322
i,5,684.5,Carum carvi,ZDensityHymenopteraTOTAL,0.589622306
n,2,1405.5,Salvia pratensis,ZDensityHymenopteraTOTAL,0.589913214
n,2,1405.5,Galium verum,ZDensityHymenopteraTOTAL,0.590489251
n,2,1405.5,Helianthemum nummularium,ZDensityHymenopteraTOTAL,0.591083128
a,1,1020.6,Plantago media,ZDensityHymenopteraTOTAL,0.591999065
i,6,702.2,Pastinaca sativa,ZDensityHymenopteraTOTAL,0.592182916
n,4,1420,Achillea millefolium,ZDensityHymenopteraTOTAL,0.592276288
i,6,702.2,Veronica spicata,ZDensityHymenopteraTOTAL,0.592327919
i,6,702.2,Lotus corniculatus,ZDensityHymenopteraTOTAL,0.593017447
i,4,702.4,Lathyrus pratensis,ZDensityHymenopteraTOTAL,0.593103168
a,3,949.8,Campanula glomerata,ZDensityHymenopteraTOTAL,0.59345504
i,7,648.5,Ranunculus sp#,ZDensityHymenopteraTOTAL,0.594576253
i,2,737.4,Agrimonia eupatoria,ZDensityHymenopteraTOTAL,0.594867457
n,5,1398.6,Reseda lutea,ZDensityHymenopteraTOTAL,0.595088149
a,3,949.8,Euphrasia sp,ZDensityHymenopteraTOTAL,0.595349161
u,2,1749.2,Potentilla erecta,ZDensityHymenopteraTOTAL,0.596096313
i,6,702.2,Anthericum ramosum,ZDensityHymenopteraTOTAL,0.596339169
i,2,737.4,Euphrasia sp,ZDensityHymenopteraTOTAL,0.596857495
i,7,648.5,Anthericum ramosum,ZDensityHymenopteraTOTAL,0.597044822
n,3,1407.7,Sedum album,ZDensityHymenopteraTOTAL,0.597227036
i,7,648.5,Buphthalmum salicifolium,ZDensityHymenopteraTOTAL,0.597607309
a,3,949.8,Ranunculus sp#,ZDensityHymenopteraTOTAL,0.598533958
i,2,737.4,Thymus sp#,ZDensityHymenopteraTOTAL,0.599751639
i,6,702.2,Centaurea sp#,ZDensityHymenopteraTOTAL,0.599944865
u,1,1745.8,Arenaria/Linum ym#,ZDensityHymenopteraTOTAL,0.6
a,5,1001,Lotus corniculatus,ZDensityHymenopteraTOTAL,0.60066943
i,5,684.5,Campanula sp#,ZDensityHymenopteraTOTAL,0.600797261
a,1,1020.6,Teucrium chamaedris,ZDensityHymenopteraTOTAL,0.601644516
a,6,981.9,Echium vulgare,ZDensityHymenopteraTOTAL,0.601721995
u,2,1749.2,Trifolium pratense,ZDensityHymenopteraTOTAL,0.602640796
n,4,1420,Helianthemum nummularium,ZDensityHymenopteraTOTAL,0.60313012
n,1,1390.3,Lotus corniculatus,ZDensityHymenopteraTOTAL,0.603449554
n,4,1420,Echium vulgare,ZDensityHymenopteraTOTAL,0.603674989
n,5,1398.6,Knautia/ Scabiosa,ZDensityHymenopteraTOTAL,0.60371294
i,3,711.5,Agrimonia eupatoria,ZDensityHymenopteraTOTAL,0.604057313
u,1,1745.8,Knautia/ Scabiosa,ZDensityHymenopteraTOTAL,0.604099201
i,4,702.4,Arenaria/Linum ym#,ZDensityHymenopteraTOTAL,0.604743083
i,5,684.5,Hippocrepis comosa,ZDensityHymenopteraTOTAL,0.604997985
n,2,1405.5,Plantago media,ZDensityHymenopteraTOTAL,0.605359965
i,1,766.3,Vincetoxicum hirundinaria,ZDensityHymenopteraTOTAL,0.605811165
a,5,1001,Knautia/ Scabiosa,ZDensityHymenopteraTOTAL,0.605976728
i,5,684.5,Globularia nudicaulis,ZDensityHymenopteraTOTAL,0.606012229
i,4,702.4,Teucrium chamaedris,ZDensityHymenopteraTOTAL,0.606452225
i,4,702.4,Trifolium repens,ZDensityHymenopteraTOTAL,0.60748633
u,1,1745.8,Silene vulgaris,ZDensityHymenopteraTOTAL,0.607843137
a,2,984.9,Helianthemum nummularium,ZDensityHymenopteraTOTAL,0.608053233
i,5,684.5,Trifolium pratense,ZDensityHymenopteraTOTAL,0.608310216
n,2,1405.5,Urtica dioica,ZDensityHymenopteraTOTAL,0.608526175
i,3,711.5,Bellis perennis,ZDensityHymenopteraTOTAL,0.608610568
a,4,1002.8,Lotus corniculatus,ZDensityHymenopteraTOTAL,0.608700148
a,1,1020.6,Pimpinella sp#,ZDensityHymenopteraTOTAL,0.608736258
n,3,1407.7,Trifolium montana,ZDensityHymenopteraTOTAL,0.608821239
o,4,1576.2,Plantago media,ZDensityHymenopteraTOTAL,0.608884951
a,4,1002.8,Arabis/Arabidopsis,ZDensityHymenopteraTOTAL,0.609176005
i,2,737.4,Dianthus sp#,ZDensityHymenopteraTOTAL,0.609574404
n,2,1405.5,Potentilla erecta,ZDensityHymenopteraTOTAL,0.610002647
i,1,766.3,Anthericum ramosum,ZDensityHymenopteraTOTAL,0.610777791
i,2,737.4,Campanula glomerata,ZDensityHymenopteraTOTAL,0.6107856
u,1,1745.8,Bistorta vivipara,ZDensityHymenopteraTOTAL,0.611614402
i,2,737.4,Salvia pratensis,ZDensityHymenopteraTOTAL,0.611815519
a,6,981.9,Pimpinella sp#,ZDensityHymenopteraTOTAL,0.612243873
a,2,984.9,Salvia pratensis,ZDensityHymenopteraTOTAL,0.612358918
i,2,737.4,Leucanthemum vulgare,ZDensityHymenopteraTOTAL,0.613658537
n,3,1407.7,Helianthemum nummularium,ZDensityHymenopteraTOTAL,0.613899614
i,1,766.3,Teucrium chamaedris,ZDensityHymenopteraTOTAL,0.615450286
a,5,1001,Crepis/Hieracium,ZDensityHymenopteraTOTAL,0.616062855
i,6,702.2,Thesium sp#,ZDensityHymenopteraTOTAL,0.616666816
i,3,711.5,Galium verum,ZDensityHymenopteraTOTAL,0.617440966
a,4,1002.8,Medicago sativa,ZDensityHymenopteraTOTAL,0.617625444
n,5,1398.6,Teucrium chamaedris,ZDensityHymenopteraTOTAL,0.618407126
u,2,1749.2,Ranunculus sp#,ZDensityHymenopteraTOTAL,0.618650318
n,4,1420,Alchemilla sp#,ZDensityHymenopteraTOTAL,0.618715108
n,2,1405.5,Silene vulgaris,ZDensityHymenopteraTOTAL,0.618763492
i,3,711.5,Trifolium pratense,ZDensityHymenopteraTOTAL,0.619242393
i,4,702.4,Knautia/ Scabiosa,ZDensityHymenopteraTOTAL,0.619630768
o,3,1612.7,Plantago media,ZDensityHymenopteraTOTAL,0.621426535
u,1,1745.8,Alchemilla sp#,ZDensityHymenopteraTOTAL,0.622263236
a,1,1020.6,Trifolium repens,ZDensityHymenopteraTOTAL,0.622696928
o,3,1612.7,Ranunculus sp#,ZDensityHymenopteraTOTAL,0.623001504
n,4,1420,Silene vulgaris,ZDensityHymenopteraTOTAL,0.62337624
a,1,1020.6,Acinos alpinus,ZDensityHymenopteraTOTAL,0.623420294
n,5,1398.6,Lotus corniculatus,ZDensityHymenopteraTOTAL,0.623539222
u,2,1749.2,Cirsium acaule,ZDensityHymenopteraTOTAL,0.624271162
i,5,684.5,Asperula cynanchica,ZDensityHymenopteraTOTAL,0.624755673
a,1,1020.6,Trifolium montana,ZDensityHymenopteraTOTAL,0.624767367
u,1,1745.8,Rumex sp#,ZDensityHymenopteraTOTAL,0.625
a,2,984.9,Ranunculus sp#,ZDensityHymenopteraTOTAL,0.626165115
n,3,1407.7,Salvia pratensis,ZDensityHymenopteraTOTAL,0.626338057
a,5,1001,Potentilla erecta,ZDensityHymenopteraTOTAL,0.628393715
o,4,1576.2,Ranunculus sp#,ZDensityHymenopteraTOTAL,0.629021632
a,5,1001,Clinopodium vulgare,ZDensityHymenopteraTOTAL,0.62919083
o,4,1576.2,Trolleis europaeus,ZDensityHymenopteraTOTAL,0.62931997
a,5,1001,Geranium sp#,ZDensityHymenopteraTOTAL,0.629746835
n,5,1398.6,Silene vulgaris,ZDensityHymenopteraTOTAL,0.629779274
i,7,648.5,Peucedanum sp#,ZDensityHymenopteraTOTAL,0.631106189
u,2,1749.2,Leucanthemum vulgare,ZDensityHymenopteraTOTAL,0.63140542
u,1,1745.8,Vicia sepium,ZDensityHymenopteraTOTAL,0.632572777
a,4,1002.8,Achillea millefolium,ZDensityHymenopteraTOTAL,0.63257952
a,6,981.9,Teurium montanum,ZDensityHymenopteraTOTAL,0.633303201
a,6,981.9,Knautia/ Scabiosa,ZDensityHymenopteraTOTAL,0.633335734
a,6,981.9,Prunella sp#,ZDensityHymenopteraTOTAL,0.634860051
n,5,1398.6,Carduus nutans,ZDensityHymenopteraTOTAL,0.635389943
i,3,711.5,Arabis/Arabidopsis,ZDensityHymenopteraTOTAL,0.636248186
u,1,1745.8,Leucanthemum vulgare,ZDensityHymenopteraTOTAL,0.636363636
u,1,1745.8,Bellis perennis,ZDensityHymenopteraTOTAL,0.636785584
n,4,1420,Knautia/ Scabiosa,ZDensityHymenopteraTOTAL,0.6371009
a,1,1020.6,Euphrasia sp,ZDensityHymenopteraTOTAL,0.638054943
i,2,737.4,Buphthalmum salicifolium,ZDensityHymenopteraTOTAL,0.638318581
n,2,1405.5,Trifolium pratense,ZDensityHymenopteraTOTAL,0.638433189
i,2,737.4,Galium verum,ZDensityHymenopteraTOTAL,0.638517753
n,2,1405.5,Geranium sylvaticum,ZDensityHymenopteraTOTAL,0.639037787
n,4,1420,Lathyrus pratensis,ZDensityHymenopteraTOTAL,0.639357829
i,1,766.3,Campanula glomerata,ZDensityHymenopteraTOTAL,0.639365292
a,2,984.9,Galium verum,ZDensityHymenopteraTOTAL,0.640716868
o,3,1612.7,Plantago lanceolata,ZDensityHymenopteraTOTAL,0.641790316
a,6,981.9,Medicago sativa,ZDensityHymenopteraTOTAL,0.642262318
u,1,1745.8,Helianthemum nummularium,ZDensityHymenopteraTOTAL,0.642262895
a,1,1020.6,Clinopodium vulgare,ZDensityHymenopteraTOTAL,0.643702172
a,5,1001,Veronica spicata,ZDensityHymenopteraTOTAL,0.643742826
n,5,1398.6,Ononis spinosa,ZDensityHymenopteraTOTAL,0.643923727
n,2,1405.5,Ranunculus sp#,ZDensityHymenopteraTOTAL,0.643966295
n,5,1398.6,Arenaria/Linum ym#,ZDensityHymenopteraTOTAL,0.644128114
a,5,1001,Pimpinella sp#,ZDensityHymenopteraTOTAL,0.644621196
n,4,1420,Salvia pratensis,ZDensityHymenopteraTOTAL,0.645175831
i,2,737.4,Helianthemum nummularium,ZDensityHymenopteraTOTAL,0.645195345
a,6,981.9,Campanula glomerata,ZDensityHymenopteraTOTAL,0.645453306
a,6,981.9,Hieracium pilosella,ZDensityHymenopteraTOTAL,0.64562629
a,5,1001,Ranunculus sp#,ZDensityHymenopteraTOTAL,0.647791754
i,4,702.4,Carduus nutans,ZDensityHymenopteraTOTAL,0.647991006
a,5,1001,Campanula glomerata,ZDensityHymenopteraTOTAL,0.64846004
u,2,1749.2,Crepis/Hieracium/Leontodon,ZDensityHymenopteraTOTAL,0.649137637
n,2,1405.5,Clinopodium vulgare,ZDensityHymenopteraTOTAL,0.649871548
i,7,648.5,Medicago sativa,ZDensityHymenopteraTOTAL,0.650838768
n,5,1398.6,Trifolium montana,ZDensityHymenopteraTOTAL,0.652280898
o,4,1576.2,Clinopodium vulgare,ZDensityHymenopteraTOTAL,0.652561561
u,1,1745.8,Pimpinella sp#,ZDensityHymenopteraTOTAL,0.653143048
i,2,737.4,Medicago sativa,ZDensityHymenopteraTOTAL,0.65344071
a,5,1001,Galium verum,ZDensityHymenopteraTOTAL,0.653968582
i,1,766.3,Cirsium arvense,ZDensityHymenopteraTOTAL,0.654245167
a,1,1020.6,Thymus sp#,ZDensityHymenopteraTOTAL,0.654260293
n,2,1405.5,Plantago lanceolata,ZDensityHymenopteraTOTAL,0.654524119
n,3,1407.7,Thymus sp#,ZDensityHymenopteraTOTAL,0.655277709
n,5,1398.6,Clinopodium vulgare,ZDensityHymenopteraTOTAL,0.656232485
i,6,702.2,Prunella sp#,ZDensityHymenopteraTOTAL,0.656800053
i,1,766.3,Campanula sp#,ZDensityHymenopteraTOTAL,0.656972541
n,3,1407.7,Hippocrepis comosa,ZDensityHymenopteraTOTAL,0.657534247
i,5,684.5,Bellis perennis,ZDensityHymenopteraTOTAL,0.657534247
u,2,1749.2,Silene vulgaris,ZDensityHymenopteraTOTAL,0.657535493
a,3,949.8,Helianthemum nummularium,ZDensityHymenopteraTOTAL,0.658163849
a,1,1020.6,Helianthemum nummularium,ZDensityHymenopteraTOTAL,0.65918376
i,3,711.5,Medicago sativa,ZDensityHymenopteraTOTAL,0.659424447
i,1,766.3,Lotus corniculatus,ZDensityHymenopteraTOTAL,0.659585987
a,1,1020.6,Campanula glomerata,ZDensityHymenopteraTOTAL,0.659943646
i,6,702.2,Helianthemum nummularium,ZDensityHymenopteraTOTAL,0.660593198
i,7,648.5,Ononis spinosa,ZDensityHymenopteraTOTAL,0.66067327
n,3,1407.7,Galium verum,ZDensityHymenopteraTOTAL,0.661172615
n,2,1405.5,Reseda lutea,ZDensityHymenopteraTOTAL,0.662042065
i,4,702.4,Geranium pusillum,ZDensityHymenopteraTOTAL,0.662207041
i,2,737.4,Pimpinella sp#,ZDensityHymenopteraTOTAL,0.662273823
n,1,1390.3,Medicago lupulina,ZDensityHymenopteraTOTAL,0.662554142
o,4,1576.2,Cirsium acaule,ZDensityHymenopteraTOTAL,0.662827968
a,2,984.9,Daucus carota,ZDensityHymenopteraTOTAL,0.66460465
o,3,1612.7,Trifolium montana,ZDensityHymenopteraTOTAL,0.664706571
i,6,702.2,Teucrium chamaedris,ZDensityHymenopteraTOTAL,0.66514509
i,2,737.4,Campanula sp#,ZDensityHymenopteraTOTAL,0.665440185
n,1,1390.3,Helianthemum nummularium,ZDensityHymenopteraTOTAL,0.666968577
a,2,984.9,Knautia/ Scabiosa,ZDensityHymenopteraTOTAL,0.667136696
u,1,1745.8,Plantago media,ZDensityHymenopteraTOTAL,0.667643137
n,2,1405.5,Knautia/ Scabiosa,ZDensityHymenopteraTOTAL,0.66798419
n,4,1420,Crepis/Hieracium/Leontodon,ZDensityHymenopteraTOTAL,0.668013035
n,5,1398.6,Cirsium acaule,ZDensityHymenopteraTOTAL,0.668028358
a,6,981.9,Ononis spinosa,ZDensityHymenopteraTOTAL,0.668117606
i,1,766.3,Pimpinella sp#,ZDensityHymenopteraTOTAL,0.668772824
a,5,1001,Achillea millefolium,ZDensityHymenopteraTOTAL,0.668842293
o,4,1576.2,Carum carvi,ZDensityHymenopteraTOTAL,0.668859928
n,4,1420,Clinopodium vulgare,ZDensityHymenopteraTOTAL,0.668996017
i,7,648.5,Teucrium chamaedris,ZDensityHymenopteraTOTAL,0.669465978
a,2,984.9,Campanula glomerata,ZDensityHymenopteraTOTAL,0.670052626
u,1,1745.8,Hieracium pilosella,ZDensityHymenopteraTOTAL,0.67032967
i,5,684.5,Trifolium montana,ZDensityHymenopteraTOTAL,0.670724211
a,5,1001,Agrimonia eupatoria,ZDensityHymenopteraTOTAL,0.670975942
o,3,1612.7,Trifolium pratense,ZDensityHymenopteraTOTAL,0.671400294
n,4,1420,Prunella sp#,ZDensityHymenopteraTOTAL,0.672349636
a,2,984.9,Prunella sp#,ZDensityHymenopteraTOTAL,0.672383608
i,6,702.2,Echium vulgare,ZDensityHymenopteraTOTAL,0.672434365
n,5,1398.6,Echium vulgare,ZDensityHymenopteraTOTAL,0.672502474
n,5,1398.6,Campanula sp#,ZDensityHymenopteraTOTAL,0.672929244
i,1,766.3,Urtica dioica,ZDensityHymenopteraTOTAL,0.672990343
a,1,1020.6,Salvia pratensis,ZDensityHymenopteraTOTAL,0.673906611
i,6,702.2,Daucus carota,ZDensityHymenopteraTOTAL,0.674624805
i,4,702.4,Agrimonia eupatoria,ZDensityHymenopteraTOTAL,0.675089165
o,3,1612.7,Trifolium repens,ZDensityHymenopteraTOTAL,0.677289158
i,6,702.2,Agrimonia eupatoria,ZDensityHymenopteraTOTAL,0.678551499
a,4,1002.8,Ranunculus sp#,ZDensityHymenopteraTOTAL,0.679368918
i,6,702.2,Dianthus sp#,ZDensityHymenopteraTOTAL,0.679586926
o,4,1576.2,Trifolium repens,ZDensityHymenopteraTOTAL,0.680750107
i,3,711.5,Ranunculus sp#,ZDensityHymenopteraTOTAL,0.680904002
u,1,1745.8,Acinos alpinus,ZDensityHymenopteraTOTAL,0.682399473
i,2,737.4,Prunella sp#,ZDensityHymenopteraTOTAL,0.684159344
o,4,1576.2,Crepis/Hieracium/Leontodon,ZDensityHymenopteraTOTAL,0.68458626
i,7,648.5,Campanula glomerata,ZDensityHymenopteraTOTAL,0.685017788
o,3,1612.7,Clinopodium vulgare,ZDensityHymenopteraTOTAL,0.686098415
n,2,1405.5,Alchemilla sp#,ZDensityHymenopteraTOTAL,0.686171813
a,2,984.9,Potentilla erecta,ZDensityHymenopteraTOTAL,0.686748308
i,1,766.3,Veronica spicata,ZDensityHymenopteraTOTAL,0.687450659
i,7,648.5,Campanula sp#,ZDensityHymenopteraTOTAL,0.687593107
a,4,1002.8,Clinopodium vulgare,ZDensityHymenopteraTOTAL,0.688370043
u,1,1745.8,Veronica officinalis,ZDensityHymenopteraTOTAL,0.68902439
i,6,702.2,Ononis spinosa,ZDensityHymenopteraTOTAL,0.689361747
n,3,1407.7,Alchemilla sp#,ZDensityHymenopteraTOTAL,0.691009781
u,2,1749.2,Knautia/ Scabiosa,ZDensityHymenopteraTOTAL,0.691607882
n,4,1420,Orchis ustulata,ZDensityHymenopteraTOTAL,0.692796886
a,4,1002.8,Potentilla erecta,ZDensityHymenopteraTOTAL,0.695771892
a,5,1001,Ononis spinosa,ZDensityHymenopteraTOTAL,0.695856977
i,1,766.3,Buphthalmum salicifolium,ZDensityHymenopteraTOTAL,0.696114329
o,4,1576.2,Trifolium montana,ZDensityHymenopteraTOTAL,0.697670529
o,4,1576.2,Euphrasia sp,ZDensityHymenopteraTOTAL,0.69842985
o,3,1612.7,Thymus sp#,ZDensityHymenopteraTOTAL,0.698672718
i,2,737.4,Ononis spinosa,ZDensityHymenopteraTOTAL,0.699045864
n,5,1398.6,Plantago media,ZDensityHymenopteraTOTAL,0.699684293
i,6,702.2,Buphthalmum salicifolium,ZDensityHymenopteraTOTAL,0.69973431
i,2,737.4,Stachys officinalis,ZDensityHymenopteraTOTAL,0.699945091
a,5,1001,Urtica dioica,ZDensityHymenopteraTOTAL,0.700629794
n,2,1405.5,Trifolium montana,ZDensityHymenopteraTOTAL,0.700750652
n,2,1405.5,Thymus sp#,ZDensityHymenopteraTOTAL,0.702425309
n,4,1420,Lotus corniculatus,ZDensityHymenopteraTOTAL,0.702844467
i,1,766.3,Peucedanum sp#,ZDensityHymenopteraTOTAL,0.703478049
n,2,1405.5,Lotus corniculatus,ZDensityHymenopteraTOTAL,0.704375854
a,1,1020.6,Ononis spinosa,ZDensityHymenopteraTOTAL,0.705583267
u,1,1745.8,Hypericum sp#,ZDensityHymenopteraTOTAL,0.705714899
u,1,1745.8,Plantago lanceolata,ZDensityHymenopteraTOTAL,0.705882353
n,4,1420,Thymus sp#,ZDensityHymenopteraTOTAL,0.706012458
u,2,1749.2,Plantago media,ZDensityHymenopteraTOTAL,0.706043971
i,1,766.3,Asperula cynanchica,ZDensityHymenopteraTOTAL,0.706374599
i,6,702.2,Origanum vulgare,ZDensityHymenopteraTOTAL,0.706387535
i,6,702.2,Teurium montanum,ZDensityHymenopteraTOTAL,0.707974539
o,3,1612.7,Prunella sp#,ZDensityHymenopteraTOTAL,0.708816474
a,2,984.9,Achillea millefolium,ZDensityHymenopteraTOTAL,0.709117016
n,5,1398.6,Galium verum,ZDensityHymenopteraTOTAL,0.709403032
i,1,766.3,Clinopodium vulgare,ZDensityHymenopteraTOTAL,0.710402744
a,2,984.9,Polygala comosa,ZDensityHymenopteraTOTAL,0.71042498
o,4,1576.2,Plantago lanceolata,ZDensityHymenopteraTOTAL,0.71095283
i,7,648.5,Knautia/ Scabiosa,ZDensityHymenopteraTOTAL,0.711156458
